Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Featured Image,Summary,Content,Video,Category,Type,Author,Industries,Tags,File Upload,File Cover Image
SynSisal cleaned right: A national service provider's cleaning blueprint,synsisal-cleaned-right-a-national-service-providers-cleaning-blueprint,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,682a7c9b315fe0e5d7fd21a8,false,false,Mon May 19 2025 00:34:35 GMT+0000 (Coordinated Universal Time),Mon Jun 16 2025 03:31:59 GMT+0000 (Coordinated Universal Time),Mon Jun 16 2025 03:31:59 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/684f902c57d6bf15276b3a29_4.webp,"How Manufacturers & Distributors, like Gibbon Architectural, lean on Premrest to ensure lasting end-user experience nationwide.","<p id="""">In this case study, discover how Gibbon Architectural partnered with Premrest to validate a national cleaning blueprint for their sustainable SynSisal carpet range. Through extensive testing, Premrest developed a bespoke cleaning method that removes stains, protects seam joins, and preserves appearance, all while aligning with warranty and sustainability goals. With a proven process in place, Gibbon can now confidently recommend a trusted cleaning partner to end-users across Australia.</p>",,cleaning,case-studies,aaron-kelly,,,https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/683e8af3bfb2335c366a24d9_SynSisal%20cleaned%20right%20A%20national%20service%20provider%27s%20cleaning%20blueprint.pdf,https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/682ea47cf5dcb765bc4cf353_SynSisal%20Case%20Study.webp
Take the street out of the office,take-the-street-out-of-the-office,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,678d905003be9f4ad092548c,false,false,Sun Jan 19 2025 23:52:48 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 00:27:17 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 00:31:19 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/678d8f5113d9b896150dccbe_c16040f9-c00a-46ed-ac6f-1182aaa82f51.jpg,"Office floors face constant exposure to dirt and grime from the streets. A targeted cleaning program is essential to protect carpets, ensuring they remain clean, durable, and inviting.","<p id="""">Your office floor isn’t just a surface for your furniture - it’s the cornerstone of a clean, healthy, and welcoming workspace. </p><p id="""">Every day, the street outside sneaks into your building, bringing dust, grime, pollutants and other things that don't belong. And, the effects aren't just cosmetic; they impact the health and comfort of everyone in the space.</p><p id="""">Think about the dirt and pollutants that gather on city streets: oily residues from vehicles, bacteria from urban wildlife, and fine dust kicked up by daily activity. These contaminants hitch a ride into your office on shoes, through open doors, and via HVAC systems. </p><p id="""">Over time, they settle into your carpets and furnishings, becoming harder to remove without the right maintenance. When ignored, these pollutants don’t just dull your floors’ appearance. They contribute to poor indoor air quality, create unpleasant odours, and wear down flooring materials faster. </p><p id="""">But with the right strategy, you can minimise the street’s unwelcome visit and keep your office clean, fresh, and inviting. Let’s explore how to protect your workspace, starting with your first line of defence: entry matting.</p><h4 id="""">The street in your office</h4><p id="""">Every step you take outside is an opportunity for dirt and debris to make its way into your workspace.</p><p id="""">Footwear is, by far, mostly to blame for your office environment. Approximately 75% of the invading street environment consists of dry soils, which can be easily removed through vacuuming and wiping. The remaining 25% is oily and adheres to surfaces, requiring chemicals and machinery for effective removal.</p><p id="""">What's worse, the sticky residue that's left behind attracts even more dry soils, and cannot be removed by vacuuming alone. Without regular cleaning, these soils accumulate in high-traffic areas and gradually spread further into the workspace.</p><h4 id="""">Stopping dirt in its tracks</h4><p id="""">A high-quality entry mat can significantly reduce the amount of debris entering your office, trapping it at the door. However, without regular maintenance, mats lose their effectiveness, allowing pollutants to spread further into your workspace.</p><p id="""">Your first line of defence is having effective entry matting.</p><p id="""">The goal is to trap as much soil, debris, and pollutants as possible right at the entrance. To achieve this, consider the following features when choosing an entry mat:</p><ul id=""""><li id="""">Absorbent fibres: Opt for a mat with full coverage of absorbent fibres, as they provide more contact with the shoe's base and have a greater capacity to absorb moisture and soil.</li><li id="""">Depth: A depth of 6 to 10mm allows for better absorption of moisture, soils, pollutants, and debris.</li><li id="""">Length: A length of 6 to 8 meters (7 to 8 steps) will effectively capture most of the contaminants.</li></ul><p id="""">Remember that ribbed matting is more suitable for construction sites to remove caked-on mud and requires brushing shoes back and forth.</p><p id="""">Full coverage matting is a better choice for office buildings. No one is going to enter a building in the city and stand on the entry mat and brush their shoes back and forth to remove the soils, this is why the full coverage matting is more effective.</p><h4 id="""">Understanding the dirt invasion in your workspace</h4><p id="""">Now that we've discussed the importance of entry matting, we must acknowledge that, while it effectively traps most soils, some remnants inevitably remain. There will always be a trace amount of outside dirt clinging to the soles of your shoes, bypassing the entry mat and making its way into your workspace. </p><p id="""">In most city buildings, once you're past the entry mat, you traverse the foyer and ascend the lifts on hard surfaces like stone flooring. These surfaces offer no absorbency or concealment for the residual dirt.</p><p id="""">Next, you encounter the carpeted workspace, chosen for its comfort, acoustic value, and aesthetic appeal. Most importantly, however, it possesses the crucial ability to absorb and hide soils.</p><p id="""">Consider an average building with between 2,000 and 7,000 daily occupants. Some will arrive by car or bike, but the majority will use public transport—typically the main culprits for tracking dirt into the building. If we estimate that around 70% of occupants use public transport, that leaves us with 1,500 to 5,000 commuters introducing dirt into the workspace each day. Factoring in at least one exit and re-entry per person—for a coffee break or lunch—we're looking at 6,000 to 20,000 dirt-laden shoes reentering the building daily. That adds up to an average of 30,000 to 100,000 potentially dirty footfalls each week.</p><p id="""">This constant foot traffic, even with a small amount of dirt on each shoe, results in a significant buildup over time. Dry and loose dirt can be vacuumed out daily using an upright brush head vacuum. However, oily soils stick to the carpet fibres, attracting dry soils that then resist vacuuming.</p><p id="""">If the carpet is not cleaned regularly, these soils will continue to saturate the fibres until they can't absorb any more dirt. The excess dirt then spreads further into the workspace, saturating fresh carpet fibres and creating what we call ""sheep track"" wear areas in high-traffic zones.</p><p id="""">Many buildings schedule mechanical carpet cleaning semi-annually or annually to remove these soils. However, this interval allows the oily, gritty soils plenty of time to pollute and cause significant wear and tear to your workspace carpet.</p><h4 id="""">The art of targeted cleaning</h4><p id="""">If you're staring at your workspace carpet, recognising the 'sheep track' wear areas we discussed previously, your carpet is now in what we could call 'damage mode.' The soils have been well-tracked in, and the dry, gritty soils have bonded with oily residues. As traffic flows each day, this dry grit abrasively impacts and further damages your carpet fibres.</p><p id="""">The solution isn't necessarily a full carpet clean; rather, it involves frequent cleaning of only the soiled areas. Let's outline a basic, cost-effective carpet maintenance plan designed to extend the carpet life, foster a healthier environment, and improve aesthetics:</p><ul id=""""><li id="""">5% of your carpet encompasses the entry area, the point of transition from hard floors.</li><li id="""">15% of the carpet covers primary traffic areas.</li><li id="""">50% of the carpet is located within workstations, offices, and meeting room areas.</li><li id="""">The remaining 30% lies beneath furniture or in areas that are rarely walked on.</li></ul><p id="""">Following this breakdown, the cleaning plan would be:</p><ul id=""""><li id="""">Clean the 5% entry area six times annually, accounting for 30% of the total carpet.</li><li id="""">Clean the 15% primary traffic areas four times annually, representing 60% of the total carpet.</li><li id="""">Clean the 50% workstation and office areas twice annually, covering 100% of the total carpet.</li></ul><p id="""">In total, you would be cleaning 190% of your carpet annually, which equates to slightly less than two full cleans annually.</p><p id="""">Considering that the carpet in a building represents a significant investment, it is important for owners and occupants to extract the most value from it. Moreover, a clean, appealing floor contributes to a healthier, happier workspace.</p><p id="""">To wrap up this series on minimising outdoor influences on our indoor spaces, I want to revisit some key points:</p><ul id=""""><li id="""">Correct entrance matting with full fibre coverage, the right depth for soil absorption, and appropriate length for maximum soil removal from footwear.</li><li id="""">Frequent vacuuming and cleaning of entrance matting.</li><li id="""">Implementation of the right carpet maintenance plan to prevent soils from damaging your carpet asset and contribute to a healthier, more appealing workspace.</li></ul><p id="""">If you've put these principles into practice, congratulations! You are now effectively minimising the street's intrusion into your office.</p>",,cleaning,articles,colin-saddington,,,,
The art of juggling multi-site facility management,the-art-of-juggling-multi-site-facility-management,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,67a580e6055eeea7bcf99662,false,false,Fri Feb 07 2025 03:41:26 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 02:52:47 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 02:58:40 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/67a57f8088c0d5e0f4fa9a15_DSC08197.jpeg,"Juggling floor care across multiple facilities is complex. Streamlining contracts simplifies processes, ensures consistency, and frees you to focus on bigger priorities - not cleaning hassles.","<p id="""">Managing multiple facilities often feels like a game of tug of war.</p><p id="""">And look, tug of war is fun.</p><p id="""">Though when you have 20, 50, or 100 facilities pulling you in different directions, it's no longer fun and games. It's a high-stakes balancing act.</p><p id="""">As a facility manager, I get it. Your day is packed with back-to-back meetings, urgent phone calls, and endless problem solving. You're the saving grace that puts out the fires while trying to maintain high standards across the board.</p><p id="""">It’s stressful, exhausting, and in many ways like there's no end in sight.</p><p id="""">And let’s not forget the floors - always underfoot, yet often overlooked until something goes wrong. Different floor types, varying levels of wear and tear, and a patchwork of cleaning contractors who often bring more confusion than consistency.</p><p id="""">And, when you're already juggling a thousand other overwhelming priorities, floors shouldn't be one of them.</p><h4 id="""">The labyrinth of flooring types</h4><p id="""">Carpets aren't just 'carpets'.</p><p id="""">Some are finicky divas demanding the royal treatment, while others are rugged workhorses built to handle heavy traffic without complaint.</p><p id="""">No matter their makeup, floors come in different materials, colours, pile heights, and backing - all of which needs to be factored into any cleaning program.</p><p id="""">And that's just the beginning. How they're installed, the foundation they sit on, and the daily beating from foot traffic add even more complexity.</p><p id="""">Now, that's just carpets.</p><p id="""">If you want to throw the challenges of porous tiles and stone, polished timber, versatile vinyl, and a bunch of other flooring types, the complexity skyrockets.</p><p id="""">Each surface has its quirks - tiles can trap grime in their grout, timber demands precise care to avoid damage, and vinyl requires the right techniques to prevent dulling or warping.</p><p id="""">Here's the thing: You shouldn't have to know how to maintain these. Nor should you be expected to deal with the problems that arise from cleaning them.</p><p id="""">Your cleaning contractor's guesswork is our expertise.</p><h4 id="""">Managing expectations and contractors</h4><p id="""">Few things are more frustrating than a subpar cleaning contractor.</p><p id="""">If you've ever had to deal with one, you'll know that your floors either don't stay clean for long, or they look worse after they've been cleaned.</p><p id="""">Even more excruciating is having to painstakingly deal with a whole host of them.</p><p id="""">Let's be honest. It's more than just an inconvenience, it's a reflection of the pride and care you take in your facilities. When floors appear neglected, it undermines everything you've worked so hard to uphold.</p><p id="""">Your role as a facility manager shouldn't be a constant cycle of chasing up cleaners, resolving complaints, and trying to bridge the gap between expectations and reality.</p><p id="""">This is where I find the true value of streamlining your contracts. One single contact with the knowledge and expertise, delivering the same high standards across every site, every time.</p><p id="""">You'll never find yourself bogged down in the details again and again.</p><p id="""">With streamlined communication and unified processes, you’re free to focus on the bigger picture rather than micro-managing cleaning schedules and quality control.</p><h4 id="""">The real cost of downtime and disruption</h4><p id="""">Managing multiple cleaning contracts can quickly add up - and not just financially.</p><p id="""">The time spent coordinating with different contractors, fielding complaints, and handling disputes is a hidden cost that eats into your productivity.</p><p id="""">Each cleaning company brings their own methods, with many of them treating steam cleaning as an added extra, quoting it separately from regular cleaning work. From my experience, these complex situations often turn into expensive headaches.</p><p id="""">Then there’s the issue of downtime. </p><p id="""">Steam cleaning, while often touted as a deep cleaning solution, is resource heavy, requires long drying times, and is extremely disruptive. Extended drying times mean areas are off limits for hours, sometimes days.</p><p id="""">Low moisture encapsulation, though, is where the real magic happens. It's an innovative, sustainable approach that uses far less water, energy and waste. It’s quieter than a vacuum, dries within an hour or two, and eliminates the need for disruptive machinery. Infact, facilities I work with often operate 'business as usual'.</p><p id="""">Overall, consolidating your contracts means fewer headaches, streamlined processes, and a consistent standard of care across all your sites.</p><p id="""">Let's chat about how we can deliver exceptional flooring, and never worry about quality assurance again.</p>",,cleaning,articles,sammy-gilham,,,,
The carpet cleaning showdown,the-carpet-cleaning-showdown,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,678db20cae614af7b2cdb6c3,false,false,Mon Jan 20 2025 02:16:44 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 00:26:58 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 00:31:19 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/678d9fb107aa363b4c333d26_DSC03143.webp,"A deep dive into the three main commercial carpet cleaning methodologies; hot water extraction, dry compound cleaning and low moisture encapsulation.","<p id="""">Carpet cleaning isn’t just about keeping your floors looking great; it’s essential for maintaining a clean, healthy workspace.</p><p id="""">Let's explore the three main carpet cleaning methods to determine which one reigns supreme.</p><h4 id="""">Hot water extraction</h4><p id="""">The hot water extraction (HWE) method, also known as steam cleaning, is one of the most traditional and widely used techniques.</p><p id=""""><strong>How it works:</strong></p><ol id=""""><li id="""">Pre-vacuum carpet with a power head brush action HEPA vacuum.</li><li id="""">Apply carpet cleaning solution to high-traffic areas.</li><li id="""">Rinse and extract with hot water using an HWE unit and wand.</li><li id="""">Allow carpets to dry, which takes between 2 to 6 hours depending on the building environment.</li></ol><p id="""">This method requires intensive training and well-maintained equipment to be successful. However, in my experience, it is often implemented by untrained staff with poorly serviced equipment, leading to failures in the commercial carpet cleaning industry.</p><p id="""">For the Hot Water Extraction method to work effectively, several components need to be controlled: pre-spray, water temperature, water pressure, and the wand for extraction. Additionally, machine maintenance is essential, including water pressure valves, filters, hoses, wand and wand jets, wastewater tanks, inlets, and outlets. With so many variables at play, experience is crucial to ensure all components are working optimally.</p><p id="""">The HWE method has the highest power consumption, the highest water usage, and generates the most wastewater of the three methods. It's the noisiest, takes the longest time to dry, and is the most disruptive to the office working environment.</p><p id="""">Despite these challenges, when implemented correctly with trained staff and well-serviced equipment, it is extremely successful. It's excellent for restoring heavily soiled carpets and pairs well with the Low Moisture method for certain carpet restoration projects. It's ideal for annual carpet cleans, one-off projects, extracting spills, and removing difficult builders’ spills, debris, and marks. However, it is not as environmentally friendly as the other methods.</p><h4 id="""">Dry compound cleaning</h4><p id="""">The dry compound method represents the opposite end of the spectrum from HWE. It’s a technique that relies on minimal water usage, making it ideal for specific carpet types and environments.</p><p id=""""><strong>How it works:</strong></p><ol id=""""><li id="""">Pre-vacuum the carpet.</li><li id="""">Apply the dry compound to the carpet.</li><li id="""">Agitate with a counter-rotating brush machine.</li><li id="""">Allow the compound to dry.</li><li id="""">Vacuum the dry compound from the carpet.</li></ol><p id="""">This procedure utilises a dry compound powder, containing detergents and solvents, that is distributed over the carpet. The powder is agitated into the fibres using a counter-rotating brush machine. As it absorbs soil, the compound changes appearance and colour, signalling that it's actively cleaning. Once dry, the compound is vacuumed away.</p><p id="""">While this method has proven effective, it is notably the most expensive in terms of both labour and consumables. The increased labor costs stem from the application, agitation, and subsequent removal of the compound. Meanwhile, the cost of the compound itself tends to be higher than that of cleaning solutions used in alternative methods. </p><p id="""">Despite its cost, the dry compound method offers unique benefits, particularly for carpets that are water-sensitive, dyed with water-soluble colours, or at risk of shrinkage, such as sisal or seagrass. It also works well in regular carpet maintenance programs, where only light cleaning is needed. However, it may not be as economical for heavily soiled carpets. On the bright side, it's environmentally friendly and operates with low noise levels.</p><h4 id="""">Low moisture encapsulation cleaning</h4><p id="""">The Low Moisture Encapsulation method is the newest addition to the carpet cleaning arsenal and offers a balance of effectiveness and efficiency. It’s particularly suited for modern commercial environments.</p><p id=""""><strong>How it works:</strong></p><ol id=""""><li id="""">Pre-vacuuming: Start with an upright brush action vacuum cleaner.</li><li id="""">Pre-spray: Apply an encapsulation/crystallisation solution to the carpets.</li><li id="""">Agitation: Use a counter-rotating brush machine.</li><li id="""">Post-cleaning maintenance: Regular vacuuming over time removes the encapsulated/crystallised soils.</li></ol><p id="""">The Low Moisture Method is also recognised under several other names, such as encapsulation cleaning and crystallisation cleaning. These names aptly describe the process: the solution surrounds the dirt in a tiny crystal, and then these crystals are removed through dry vacuuming. The encapsulation method uses chemistry specifically designed for this purpose, formulated to break down various soils with special polymers. These polymers surround and bind to soil particles, leaving no residue on the carpet fibres. When used correctly, this method leaves carpets clean, refreshed, and less prone to rapid soiling.</p><p id=""""><strong id="""">Why choose the low moisture method?</strong></p><p id="""">To me, this system is the all-around nice guy. It's economical, produces low noise, and causes no disruption to the working environment. It cleans effectively, dries quickly, and is the most environmentally friendly of all three methods we've discussed. With low power consumption, minimal water use, and reduced waste disposal, it’s an excellent choice for carpet maintenance programs.</p><p id=""""><strong id="""">A note on carpet longevity</strong></p><p id="""">A common misconception is that frequent cleaning shortens carpet lifespan. In reality, grit and soil are the true culprits in reducing carpet life, as they grind against the pile when walked on.</p><p id="""">Therefore, the more often you clean your carpet and remove these elements, the longer it will last.</p><p>‍</p>",,cleaning,articles,colin-saddington,,,,
The frequency sweet spot,the-frequency-sweet-spot,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,67aeb7f202a1e63a5975a55b,false,false,Fri Feb 14 2025 03:26:42 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 02:52:11 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 02:58:40 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/67aeb765bfcead495f21faab_pexels-mike-van-schoonderwalt-1884800-5511133.jpg,"Keeping carpets clean isn’t about waiting until they’re dirty - it’s about regular upkeep. Choosing the right frequency is key to preventing buildup, extending lifespan, and keeping floors fresh.","<p id="""">Carpet cleaning should never be an afterthought.</p><p id="""">But all too often, my phone is ringing an SOS to restore carpet with a mass buildup of dirt and grime.</p><p id="""">It doesn't stop here though.</p><p id="""">The cycle of disappointment simply continues when the floors are revived with no plan in place to keep the dirt away.</p><p id="""">You don't wait until your car has severe mechanical problems or broken down to keep it running. I get it serviced every so often, maintaining it to ensure it runs at its best - for longer.</p><p id="""">The secret to keeping your floors clean all year long is no different: Regular maintenance.</p><p id="""">But the question is, how often should you maintain them, and how?</p><h4 id="""">Finding the 'sweet spot'</h4><p id="""">Facility spaces are unique - your regular maintenance plan should be too.</p><p id="""">Let me make this clear: There is nothing 'general' about carpet cleaning.</p><p id="""">What you need is a program, fit to your facility, that considers every complexity - your floor types, root causes of dirt and stains, high traffic areas, and chemical technologies that actually keep the dirt away.</p><p id="""">In other words, being ahead of the 8-ball.</p><p id="""">But finding that ideal goldilocks zone of maintenance frequency depends on a number of factors:</p><p id=""""><strong id="""">High traffic areas</strong></p><p id="""">It goes without saying, but the more hustle-and-bustle there is, the quicker your carpets will get soiled.</p><p id="""">Spaces with plenty of foot traffic, such as busy corridors and common areas should be maintained more often than areas such as board rooms and executive offices.</p><p id="""">Common areas that are prone to specific types of stains, such as kitchens and communal eating spaces will also need a bit of TLC more often.</p><p id=""""><strong id="""">Types of carpet</strong></p><p id="""">There's no equality when it comes to carpets.</p><p id="""">Thick, plush carpets with deep fibres tend to trap more dirt and will need a bit more love; while low pile carpets can often go longer between sessions.</p><p id="""">Carpets with lighter colours, such as white or cream, where even the smallest stains stick out like a sore thumb, are going to need a more-than-normal maintenance to keep it looking vibrant and good as new - always.</p><p id="""">And if your carpets are a bit older and closer to the end, wear and stains are generally more obvious and will require a bespoke approach.</p><p id=""""><strong id="""">Environmental factors</strong></p><p id="""">A not-so-obvious influence to have front of mind is what's happening outside your four walls.</p><p id="""">Seasonal changes, like the wet and muddy conditions of winter can significantly impact how quickly dirt accumulates. Oh, and don't even get me started on the pollen-heavy days of spring.</p><p id="""">Just as the seasons change, yuck is brought into your facility in different ways - and need to be dealt with differently.</p><h4 id="""">The game changer</h4><p id="""">When it comes to keeping carpets clean, I’ve learnt that the method matters more than the timing.</p><p id="""">Steam cleaning has its place, but waiting until carpets look dirty before cleaning them? That’s where things go wrong.</p><p id="""">Our low moisture encapsulation method flips the script, keeping carpets fresh before grime settles in. It works on a microscopic level, breaking down dirt into brittle bits that simply vacuum away.</p><p id="""">And if that’s not tickling your pickle, our Active Film Technology coats carpet fibres with a protective layer, actively repelling new dirt to keep floors looking their best for longer.</p><p id="""">The result? Cleaner carpets, all year round - without the downtime.</p><p id="""">Let’s chat about how we can breathe new life into your floors and keep them in top shape, day in, day out.</p>",,cleaning,articles,nick-grace,,,,
The truth about floor maintenance in dental practices,the-truth-about-floor-maintenance-in-dental-practices,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,6875dcde51d30041f2f6d0c9,false,false,Tue Jul 15 2025 04:45:18 GMT+0000 (Coordinated Universal Time),Tue Jul 15 2025 04:50:00 GMT+0000 (Coordinated Universal Time),Tue Jul 15 2025 04:56:45 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/6875dd5c5afff353f25f7f0a_julie-parker-podcast.webp,"Featuring on the Julie Parker Practice Success podcast, Aaron Kelly shares about all things floor care and maintenance in a dental practice setting.","<p id="""">In this episode, Aaron Kelly joins Julie Parker and address a common misconception in dental practices: the belief that floors require frequent strip-and-seal treatments to remain clean and presentable. Aaron explains that, in reality, many dental floors don’t need such harsh and costly procedures but instead benefit greatly from a professional deep clean.</p>",https://www.youtube.com/watch?v=1qTc4zS8MKs&t=808s,cleaning,podcasts,aaron-kelly,health,,,
The wild west of commercial carpet cleaning,the-wild-west-of-commercial-carpet-cleaning,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,68199038328d5c36c8c53af0,false,false,Tue May 06 2025 04:29:44 GMT+0000 (Coordinated Universal Time),Mon Jun 16 2025 03:35:34 GMT+0000 (Coordinated Universal Time),Mon Jun 16 2025 03:35:34 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/68198634252d0e0d6ea5dbfa_webinar-wild-west.webp,"Discover the world of commercial carpet cleaning in our recent webinar, tailored for facility managers.","<p>In this webinar titled 'The Wild West of Commercial Carpet Cleaning', Aaron Kelly explores the ins and outs of key cleaning methods: Hot water extraction (aka steam cleaning), dry compound/powder (HOST, Millicare, Envirodri), shampoo, and encapsulation.</p><p>Aaron breaks down the strengths and limitations of each technique and compares service provider types, from in-house teams to external specialists. This webinar equips facility managers with the knowledge to choose the right carpet cleaning solutions for long-lasting results in their commercial spaces.</p>",https://www.youtube.com/watch?v=ALbx2ACXjz8&t=32s,cleaning,webinars,aaron-kelly,,,,
Unlocking the future of facility management with Nicholas Burt,unlocking-the-future-of-facility-management-with-nicholas-burt,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,67ff10b90f3bacd2b649cedd,false,false,Wed Apr 16 2025 02:06:49 GMT+0000 (Coordinated Universal Time),Fri Jun 20 2025 00:58:17 GMT+0000 (Coordinated Universal Time),Fri Jun 20 2025 00:59:34 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/67ff1237127c2396ca581468_ltf-ep6.webp,"In our sixth episode of Let's Talk Facilities, hosts Aaron Kelly and Sammy Gilham sit down with Nicholas Burt, CEO of the Facilities Management Association (FMA).","<p id="""">Welcome to Episode 6 of Let’s Talk Facilities. Aaron Kelly and Sammy Gilham sit down with Nicholas Burt, CEO of the FMA.</p><p id="""">Nicholas shares insights into his role, the FMA’s mission to empower facility managers, and how they provide critical support through networks and expertise.</p><p id="""">From sustainability to the evolving landscape of facility management, discover where the industry is headed - and why a great facility manager doesn’t need to know everything, just who to call.</p>",https://www.youtube.com/watch?v=-vsaOr8brCY,cleaning,podcasts,aaron-kelly; sammy-gilham,,lets-talk-facilities,,
Values-Driven Facilities Management with Mark O’Connell,values-driven-facilities-management-mark-oconnell,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,68b706febc433e0e969a01a7,false,false,Tue Sep 02 2025 15:02:22 GMT+0000 (Coordinated Universal Time),Thu Nov 06 2025 03:00:37 GMT+0000 (Coordinated Universal Time),Wed Dec 10 2025 23:32:30 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/690c0f4a335c0ff7ccf35003_ooo.png,"Mark O’Connell of St Vincent de Paul shares how values-driven facilities management creates real impact, from housing to retail, and why FM is mission-critical in every sector.","<p id="""">Welcome to Episode 17 of Let’s Talk Facilities. Aaron Kelly and Sammy Gilham are joined by Mark O’Connell, Head of Property at St Vincent de Paul, for an inspiring conversation on values-driven facilities management. Mark shares his journey from studying law to building a career in FM, and how working in the not-for-profit sector has allowed him to see the real human impact of his work.</p>",https://youtu.be/qMGd9rqCoIM,cleaning,podcasts,aaron-kelly; sammy-gilham,,lets-talk-facilities,,
Wick back: Stains that come back to haunt you,wick-back-stains-that-come-back-to-haunt-you,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,68425c65267bdf8ae22961e0,false,false,Fri Jun 06 2025 03:11:33 GMT+0000 (Coordinated Universal Time),Mon Jul 21 2025 05:06:18 GMT+0000 (Coordinated Universal Time),Mon Jul 21 2025 05:23:39 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/68425cb138d3619513439475_e31ace2a15a7c70645ad83df9ecd43b0_XL.jpg,"Restoration cleans are an essential first step to bring carpets back to life. But when hidden stains start to wick back days later, understanding why it happens and how to fix it is key. ","<p id="""">When we're called to a restoration clean, often we're cleaning through years of compacted dirt, stains and grime - grounded deep in the carpets.</p><p id="""">It’s the first step in bringing tired floors back to life - and hitting the reset button.</p><p id="""">More often than not, steam cleaning is the most traditional and widely used technique for tackling heavily soiled carpets.</p><p id="""">So traditional, it's become almost synonymous with carpet cleaning itself.</p><p id="""">However, depending on the carpet condition, type and make up, a restoration clean might also involve a more intensive double low moisture encapsulation process.</p><p id="""">And while restoration cleans are essential for going back to square one, it also comes with a hidden extra that nobody wants: wick back.</p><p id="""">It's those stains that seem to mysteriously, and conveniently, reappear in the same spot.</p><p id="""">But how do you fix it?</p><h4 id="""">What is wick back?</h4><p id="""">Wick back happens when dirt and debris that appeared to be removed during cleaning slowly returns as the carpet dries or walked on.</p><p id="""">When carpets are steam cleaned, hot water and detergent are flushed deep into the carpet fibres to break up embedded dirt and grime, and are extracted at the same time.</p><p id="""">While steam cleaning is effective at deep cleaning, it's typically only able to extract around 75% of what’s pushed in. The remaining 25% - a toxic concoction of water, detergent, loosened soils, oils, and bacteria, settles into the backing of your carpet.</p><p id="""">Similarly, after a double encapsulation process that involves an aggressive agitation to break through heavy build up, dirt can be compacted deep into the fibres during the cleaning process.</p><p id="""">As the carpet dries, the 'wicking' effect begins: moisture and residual dirt rise back through the fibres, bringing stains back to the surface.</p><h4 id="""">Restorations serve a purpose</h4><p id="""">Irrespective of the method, restoration cleans are an essential part of bringing carpets back to life.</p><p id="""">When there’s been a long period of neglect, or the carpets are heavily soiled, these methods help us push the reset button and bring them back to baseline.</p><p id="""">While it’s an important part of the restoration process, preventing issues like wick back requires far more than a reactive approach.</p><p id="""">Keeping carpets clean, consistent, and stain free over time requires an approach that deals with what's buried underneath - not masking it.</p><h4 id="""">The fix</h4><p id="""">The best way to avoid wick back is to move towards a proactive, maintenance-based approach through low moisture encapsulation.</p><p id="""">Low moisture encapsulation, as the name suggests, uses a minimal amount of water, and cleans carpets through the agitation of a chemical solution that breaks down dirt and stains into microscopic nano-sized particles, and encapsulates them into a polymer casing to be vacuumed out of the carpet.</p><p id="""">Our encapsulation method removes up to 96% of dirt and debris, and coats your carpets with protective polymers to prevent rapid resoiling. </p><p id="""">This means, over time, a better clean for your carpets - without the wick back.</p>",,cleaning,articles,sammy-gilham,,,,
